Stock,Model,MAE,MSE,RMSE,R2
TSLA,Linear Regression,7.134112880893356,105.1626173172614,10.254882608653372,0.9718504951500901
TSLA,Decision Tree,11.347617944986828,333.68754786443617,18.26711657225727,0.9106798643226363
TSLA,Random Forest,9.767261946662972,290.6631915754424,17.048847221306268,0.9221964503198021
AAPL,Linear Regression,2.3234299143065837,9.270798665403564,3.0447986247703747,0.985004538486416
AAPL,Decision Tree,17.345645972345512,638.8595261517338,25.275670637032242,-0.03335147086573387
AAPL,Random Forest,17.966467315542868,715.9929139205063,26.758043910579605,-0.1581142652531613
MSFT,Linear Regression,4.16779925628513,29.5665267795545,5.43751108316613,0.98068938878156
MSFT,Decision Tree,70.49851226396582,6365.673025442081,79.78516795396298,-3.157574471108541
MSFT,Random Forest,59.91758034758256,4687.858114258883,68.46793493496706,-2.061753115833061
